inputs,context,topic,org_label,set-0,string_label,label,id
"('Robert hates that dancer.',)",,,1,train,1,0,56
"('Robert hates those dancer.',)",,,0,train,0,1,57
"('Erin fires that waiter.',)",,,1,train,1,0,58
"('Tiffany insults those movies.',)",,,1,dev,1,0,40
"('Tiffany insults that movies.',)",,,0,dev,0,1,41
"('That book confuses that cashier.',)",,,1,dev,1,0,42
"('That book confuses those cashier.',)",,,0,dev,0,1,43
"('Sherry was selling those hamsters.',)",,,1,dev,1,0,60
"('Sherry was selling that hamsters.',)",,,0,dev,0,1,61
"('Boys exit that hospital.',)",,,1,dev,1,0,78
"('Boys exit those hospital.',)",,,0,dev,0,1,79
"('Victoria finds this book.',)",,,1,dev,1,0,106
"('Victoria finds these book.',)",,,0,dev,0,1,107
"('Lawrence was buying these schools.',)",,,1,dev,1,0,108
"('Lawrence was buying this schools.',)",,,0,dev,0,1,109
"('Dennis bothered those hospitals.',)",,,1,dev,1,0,118
"('Dennis bothered that hospitals.',)",,,0,dev,0,1,119
"('Theresa has this jacket.',)",,,1,dev,1,0,160
"('Theresa has these jacket.',)",,,0,dev,0,1,161
"(""Allison doesn't watch this actor."",)",,,1,dev,1,0,184
"(""Allison doesn't watch these actor."",)",,,0,dev,0,1,185
"('Liam buys this restaurant.',)",,,1,dev,1,0,188
"('Liam buys these restaurant.',)",,,0,dev,0,1,189
"(""Tonya hasn't arrived at that hospital."",)",,,1,dev,1,0,190
"(""Tonya hasn't arrived at those hospital."",)",,,0,dev,0,1,191
"(""George doesn't pass this mall."",)",,,1,dev,1,0,192
"(""George doesn't pass these mall."",)",,,0,dev,0,1,193
"('Marla will attack these teachers.',)",,,1,dev,1,0,198
"('Marla will attack this teachers.',)",,,0,dev,0,1,199
"('Becca is hurting these customers.',)",,,1,dev,1,0,232
"('Becca is hurting this customers.',)",,,0,dev,0,1,233
"('Caroline bothered these senators.',)",,,1,dev,1,0,262
"('Caroline bothered this senators.',)",,,0,dev,0,1,263
"(""Bill wouldn't pass that movie theater."",)",,,1,dev,1,0,310
"(""Bill wouldn't pass those movie theater."",)",,,0,dev,0,1,311
"('Maria is cleaning that couch.',)",,,1,dev,1,0,332
"('Maria is cleaning those couch.',)",,,0,dev,0,1,333
"('Sabrina could criticize that dancer.',)",,,1,dev,1,0,344
"('Sabrina could criticize those dancer.',)",,,0,dev,0,1,345
"('All dancers drive to these malls.',)",,,1,dev,1,0,408
"('All dancers drive to this malls.',)",,,0,dev,0,1,409
"('Derek hides those students.',)",,,1,dev,1,0,420
"('Derek hides that students.',)",,,0,dev,0,1,421
"('That pedestrian argued about these boys.',)",,,1,dev,1,0,482
"('That pedestrian argued about this boys.',)",,,0,dev,0,1,483
"('Elaine cleaned those glasses.',)",,,1,dev,1,0,510
"('Elaine cleaned that glasses.',)",,,0,dev,0,1,511
"(""Some hospital couldn't look like this print."",)",,,1,dev,1,0,526
"(""Some hospital couldn't look like these print."",)",,,0,dev,0,1,527
"('The cashiers hire that dancer.',)",,,1,dev,1,0,538
"('The cashiers hire those dancer.',)",,,0,dev,0,1,539
"('Edward does drive to these grocery stores.',)",,,1,dev,1,0,548
"('Edward does drive to this grocery stores.',)",,,0,dev,0,1,549
"('Every teenager is messing up this dish.',)",,,1,dev,1,0,556
"('Every teenager is messing up these dish.',)",,,0,dev,0,1,557
"('The doctors know these guys.',)",,,1,dev,1,0,566
"('The doctors know this guys.',)",,,0,dev,0,1,567
"('Caroline referenced those dancers.',)",,,1,dev,1,0,584
"('Caroline referenced that dancers.',)",,,0,dev,0,1,585
"('Brad is lifting that shawl.',)",,,1,dev,1,0,668
"('Brad is lifting those shawl.',)",,,0,dev,0,1,669
"(""Sheila hasn't arrived at those restaurants."",)",,,1,dev,1,0,738
"(""Sheila hasn't arrived at that restaurants."",)",,,0,dev,0,1,739
"('Tina brought that school.',)",,,1,dev,1,0,748
"('Tina brought those school.',)",,,0,dev,0,1,749
"(""Michelle wouldn't care for those guests."",)",,,1,dev,1,0,766
"(""Michelle wouldn't care for that guests."",)",,,0,dev,0,1,767
"(""This bird hadn't irritated those doctors."",)",,,1,dev,1,0,804
"(""This bird hadn't irritated that doctors."",)",,,0,dev,0,1,805
"(""Naomi doesn't break that fork."",)",,,1,dev,1,0,814
"(""Naomi doesn't break those fork."",)",,,0,dev,0,1,815
"('Most ladies hide that painting.',)",,,1,dev,1,0,834
"('Most ladies hide those painting.',)",,,0,dev,0,1,835
"('A lot of high schools confuse these teachers.',)",,,1,dev,1,0,860
"('A lot of high schools confuse this teachers.',)",,,0,dev,0,1,861
"('Marie noticed this association.',)",,,1,dev,1,0,872
"('Marie noticed these association.',)",,,0,dev,0,1,873
"('Teresa was investigating those actors.',)",,,1,dev,1,0,884
"('Teresa was investigating that actors.',)",,,0,dev,0,1,885
"('The patients talk to those adults.',)",,,1,dev,1,0,908
"('The patients talk to that adults.',)",,,0,dev,0,1,909
"('Janice fixes those cups.',)",,,1,dev,1,0,936
"('Janice fixes that cups.',)",,,0,dev,0,1,937
"('The dogs annoyed that doctor.',)",,,1,dev,1,0,948
"('The dogs annoyed those doctor.',)",,,0,dev,0,1,949
"('Charles attacked these drivers.',)",,,1,dev,1,0,964
"('Charles attacked this drivers.',)",,,0,dev,0,1,965
"('Leslie would upset that bank.',)",,,1,dev,1,0,966
"('Leslie would upset those bank.',)",,,0,dev,0,1,967
"('Michelle finds this cat.',)",,,1,dev,1,0,1002
"('Michelle finds these cat.',)",,,0,dev,0,1,1003
"(""A lot of libraries haven't loved that driver."",)",,,1,dev,1,0,1008
"(""A lot of libraries haven't loved those driver."",)",,,0,dev,0,1,1009
"('A lot of ladies know that driver.',)",,,1,dev,1,0,1032
"('A lot of ladies know those driver.',)",,,0,dev,0,1,1033
"('Natalie escaped from that waiter.',)",,,1,dev,1,0,1034
"('Natalie escaped from those waiter.',)",,,0,dev,0,1,1035
"(""Dennis didn't care for those adults."",)",,,1,dev,1,0,1052
"(""Dennis didn't care for that adults."",)",,,0,dev,0,1,1053
"('Some museums are alarming these organizations.',)",,,1,dev,1,0,1092
"('Some museums are alarming this organizations.',)",,,0,dev,0,1,1093
"('This dress shocked these legislatures.',)",,,1,dev,1,0,1096
"('This dress shocked this legislatures.',)",,,0,dev,0,1,1097
"('Rhonda was stunning this adult.',)",,,1,dev,1,0,1104
"('Rhonda was stunning these adult.',)",,,0,dev,0,1,1105
"('Natalie might approach those customers.',)",,,1,dev,1,0,1134
"('Natalie might approach that customers.',)",,,0,dev,0,1,1135
"('The senators drop by these art galleries.',)",,,1,dev,1,0,1148
"('The senators drop by this art galleries.',)",,,0,dev,0,1,1149
"('Denise goes to this public park.',)",,,1,dev,1,0,1168
"('Denise goes to these public park.',)",,,0,dev,0,1,1169
"('Some dress had impressed that lady.',)",,,1,dev,1,0,1176
"('Some dress had impressed those lady.',)",,,0,dev,0,1,1177
"('Homer has sounded like those commentaries.',)",,,1,dev,1,0,1190
"('Homer has sounded like that commentaries.',)",,,0,dev,0,1,1191
"('These girls escape from that student.',)",,,1,dev,1,0,1194
"('These girls escape from those student.',)",,,0,dev,0,1,1195
"('Lawrence bought that glove.',)",,,1,dev,1,0,1218
"('Lawrence bought those glove.',)",,,0,dev,0,1,1219
"('Steven respected those doctors.',)",,,1,dev,1,0,1224
"('Steven respected that doctors.',)",,,0,dev,0,1,1225
"('Galileo disturbs this bank.',)",,,1,dev,1,0,1228
"('Galileo disturbs these bank.',)",,,0,dev,0,1,1229
"(""Rhonda wouldn't break those cups."",)",,,1,dev,1,0,1254
"(""Rhonda wouldn't break that cups."",)",,,0,dev,0,1,1255
"(""Patrick hasn't criticized those teenagers."",)",,,1,dev,1,0,1266
"(""Patrick hasn't criticized that teenagers."",)",,,0,dev,0,1,1267
"(""Kimberley shouldn't run around this school."",)",,,1,dev,1,0,1270
"(""Kimberley shouldn't run around these school."",)",,,0,dev,0,1,1271
"(""Those hats didn't look like those drawings."",)",,,1,dev,1,0,1312
"(""Those hats didn't look like that drawings."",)",,,0,dev,0,1,1313
"('Jerry drops by these grocery stores.',)",,,1,dev,1,0,1314
"('Jerry drops by this grocery stores.',)",,,0,dev,0,1,1315
"('Heidi discovered these associations.',)",,,1,dev,1,0,1316
"('Heidi discovered this associations.',)",,,0,dev,0,1,1317
"('Kathleen buys this book.',)",,,1,dev,1,0,1326
"('Kathleen buys these book.',)",,,0,dev,0,1,1327
"('Most actresses conceal that cafe.',)",,,1,dev,1,0,1330
"('Most actresses conceal those cafe.',)",,,0,dev,0,1,1331
"(""Some hill wasn't impressing these senators."",)",,,1,dev,1,0,1334
"(""Some hill wasn't impressing this senators."",)",,,0,dev,0,1,1335
"('All adults reference this pamphlet.',)",,,1,dev,1,0,1338
"('All adults reference these pamphlet.',)",,,0,dev,0,1,1339
"(""These waiters can't clean those art galleries."",)",,,1,dev,1,0,1348
"(""These waiters can't clean that art galleries."",)",,,0,dev,0,1,1349
"('This blouse impressed this committee.',)",,,1,dev,1,0,1350
"('This blouse impressed these committee.',)",,,0,dev,0,1,1351
"('All apples aggravate this waiter.',)",,,1,dev,1,0,1404
"('All apples aggravate these waiter.',)",,,0,dev,0,1,1405
"('Deanna can aggravate these organizations.',)",,,1,dev,1,0,1464
"('Deanna can aggravate this organizations.',)",,,0,dev,0,1,1465
"('Daniel is appreciating this bank.',)",,,1,dev,1,0,1470
"('Daniel is appreciating these bank.',)",,,0,dev,0,1,1471
"('Donald has run around these public parks.',)",,,1,dev,1,0,1478
"('Donald has run around this public parks.',)",,,0,dev,0,1,1479
"(""Most teenagers couldn't help those dancers."",)",,,1,dev,1,0,1494
"(""Most teenagers couldn't help that dancers."",)",,,0,dev,0,1,1495
"('Frank hides these turtles.',)",,,1,dev,1,0,1502
"('Frank hides this turtles.',)",,,0,dev,0,1,1503
"('A lot of actors explore these hospitals.',)",,,1,dev,1,0,1508
"('A lot of actors explore this hospitals.',)",,,0,dev,0,1,1509
"('Randolf hugs those girls.',)",,,1,dev,1,0,1512
"('Randolf hugs that girls.',)",,,0,dev,0,1,1513
"('A lot of men mess up these college campuses.',)",,,1,dev,1,0,1548
"('A lot of men mess up this college campuses.',)",,,0,dev,0,1,1549
"(""Kenneth hadn't disliked those actresses."",)",,,1,dev,1,0,1568
"(""Kenneth hadn't disliked that actresses."",)",,,0,dev,0,1,1569
"(""Carlos isn't investigating these senators."",)",,,1,dev,1,0,1572
"(""Carlos isn't investigating this senators."",)",,,0,dev,0,1,1573
"('Melinda sells those sweaters.',)",,,1,dev,1,0,1574
"('Melinda sells that sweaters.',)",,,0,dev,0,1,1575
"('All cashiers break that glass.',)",,,1,dev,1,0,1628
"('All cashiers break those glass.',)",,,0,dev,0,1,1629
"(""Kayla isn't looking like those prints."",)",,,1,dev,1,0,1644
"(""Kayla isn't looking like that prints."",)",,,0,dev,0,1,1645
"('Heidi loves this report.',)",,,1,dev,1,0,1672
"('Heidi loves these report.',)",,,0,dev,0,1,1673
"('Rachel toured that grocery store.',)",,,1,dev,1,0,1692
"('Rachel toured those grocery store.',)",,,0,dev,0,1,1693
"('Ella has approached these actresses.',)",,,1,dev,1,0,1698
"('Ella has approached this actresses.',)",,,0,dev,0,1,1699
"('Liam talks about those newspaper articles.',)",,,1,dev,1,0,1722
"('Liam talks about that newspaper articles.',)",,,0,dev,0,1,1723
"('Most boys appreciate that library.',)",,,1,dev,1,0,1726
"('Most boys appreciate those library.',)",,,0,dev,0,1,1727
"('A lot of planes astound that organization.',)",,,1,dev,1,0,1760
"('A lot of planes astound those organization.',)",,,0,dev,0,1,1761
"('All senators work with these guests.',)",,,1,dev,1,0,1772
"('All senators work with this guests.',)",,,0,dev,0,1,1773
"('Linda hates that brochure.',)",,,1,dev,1,0,1790
"('Linda hates those brochure.',)",,,0,dev,0,1,1791
"('That cashier talked about those newspaper articles.',)",,,1,dev,1,0,1802
"('That cashier talked about that newspaper articles.',)",,,0,dev,0,1,1803
"('Many museums talk to this senator.',)",,,1,dev,1,0,1860
"('Many museums talk to these senator.',)",,,0,dev,0,1,1861
"(""The cashiers haven't cleaned these couches."",)",,,1,dev,1,0,1894
"(""The cashiers haven't cleaned this couches."",)",,,0,dev,0,1,1895
"('That actor skated around this grocery store.',)",,,1,dev,1,0,1940
"('That actor skated around these grocery store.',)",,,0,dev,0,1,1941
"(""David hadn't alarmed this adult."",)",,,1,dev,1,0,1972
"(""David hadn't alarmed these adult."",)",,,0,dev,0,1,1973
"('A lot of hospitals had worked with these waitresses.',)",,,1,dev,1,0,1980
"('A lot of hospitals had worked with this waitresses.',)",,,0,dev,0,1,1981
"('Sarah has sounded like these children.',)",,,1,test,1,0,4
"('Sarah has sounded like this children.',)",,,0,test,0,1,5
"('The turtle alarmed these legislatures.',)",,,1,test,1,0,24
"('The turtle alarmed this legislatures.',)",,,0,test,0,1,25
"('Jerry messes up these chairs.',)",,,1,test,1,0,28
"('Jerry messes up this chairs.',)",,,0,test,0,1,29
"(""Frank doesn't upset that actress."",)",,,1,test,1,0,32
"(""Frank doesn't upset those actress."",)",,,0,test,0,1,33
"('This mouth astounds these actresses.',)",,,1,test,1,0,38
"('This mouth astounds this actresses.',)",,,0,test,0,1,39
"('The guy researches this brochure.',)",,,1,test,1,0,52
"('The guy researches these brochure.',)",,,0,test,0,1,53
"('This cilantro hurt those senators.',)",,,1,test,1,0,62
"('This cilantro hurt that senators.',)",,,0,test,0,1,63
"('Alan questioned this hospital.',)",,,1,test,1,0,74
"('Alan questioned these hospital.',)",,,0,test,0,1,75
"('All public parks should stun those actresses.',)",,,1,test,1,0,96
"('All public parks should stun that actresses.',)",,,0,test,0,1,97
"('Jerry fires those guys.',)",,,1,test,1,0,98
"('Jerry fires that guys.',)",,,0,test,0,1,99
"(""Diana isn't stunning that student."",)",,,1,test,1,0,102
"(""Diana isn't stunning those student."",)",,,0,test,0,1,103
"('Patrick irritated this company.',)",,,1,test,1,0,114
"('Patrick irritated these company.',)",,,0,test,0,1,115
"('Most guys reveal that cup.',)",,,1,test,1,0,130
"('Most guys reveal those cup.',)",,,0,test,0,1,131
"('Some actors astounded those banks.',)",,,1,test,1,0,146
"('Some actors astounded that banks.',)",,,0,test,0,1,147
"('Harvard University is irritating these dancers.',)",,,1,test,1,0,148
"('Harvard University is irritating this dancers.',)",,,0,test,0,1,149
"('All cafes embarrassed those governments.',)",,,1,test,1,0,162
"('All cafes embarrassed that governments.',)",,,0,test,0,1,163
"('Nina hurt that guy.',)",,,1,test,1,0,170
"('Nina hurt those guy.',)",,,0,test,0,1,171
"(""Beverly hasn't dropped by that cafe."",)",,,1,test,1,0,172
"(""Beverly hasn't dropped by those cafe."",)",,,0,test,0,1,173
"(""Sarah couldn't examine that story."",)",,,1,test,1,0,176
"(""Sarah couldn't examine those story."",)",,,0,test,0,1,177
"('Those actors conceal these dancers.',)",,,1,test,1,0,178
"('Those actors conceal this dancers.',)",,,0,test,0,1,179
"('This waitress insulted that adult.',)",,,1,test,1,0,186
"('This waitress insulted those adult.',)",,,0,test,0,1,187
"('Bethany looks like that picture.',)",,,1,test,1,0,216
"('Bethany looks like those picture.',)",,,0,test,0,1,217
"('Rebecca is driving to that cafe.',)",,,1,test,1,0,250
"('Rebecca is driving to those cafe.',)",,,0,test,0,1,251
"('Many doctors tour those grocery stores.',)",,,1,test,1,0,266
"('Many doctors tour that grocery stores.',)",,,0,test,0,1,267
"('Every waiter is leaving those doctors.',)",,,1,test,1,0,270
"('Every waiter is leaving that doctors.',)",,,0,test,0,1,271
"('Many people had healed those senators.',)",,,1,test,1,0,286
"('Many people had healed that senators.',)",,,0,test,0,1,287
"(""Every person isn't driving to that college campus."",)",,,1,test,1,0,290
"(""Every person isn't driving to those college campus."",)",,,0,test,0,1,291
"('Becca hurt those ladies.',)",,,1,test,1,0,304
"('Becca hurt that ladies.',)",,,0,test,0,1,305
"(""Ann hadn't questioned that school."",)",,,1,test,1,0,336
"(""Ann hadn't questioned those school."",)",,,0,test,0,1,337
"('Brian was messing up that movie theater.',)",,,1,test,1,0,340
"('Brian was messing up those movie theater.',)",,,0,test,0,1,341
"(""Every adult hadn't embarrassed these banks."",)",,,1,test,1,0,362
"(""Every adult hadn't embarrassed this banks."",)",,,0,test,0,1,363
"(""Some essay doesn't distract these committees."",)",,,1,test,1,0,364
"(""Some essay doesn't distract this committees."",)",,,0,test,0,1,365
"('The committees admire those newspaper articles.',)",,,1,test,1,0,368
"('The committees admire that newspaper articles.',)",,,0,test,0,1,369
"('Brett is listening to that waitress.',)",,,1,test,1,0,370
"('Brett is listening to those waitress.',)",,,0,test,0,1,371
"('Some driver fixed this glass.',)",,,1,test,1,0,386
"('Some driver fixed these glass.',)",,,0,test,0,1,387
"(""A lot of cups aren't impressing this museum."",)",,,1,test,1,0,392
"(""A lot of cups aren't impressing these museum."",)",,,0,test,0,1,393
"('Veronica is stunning those patients.',)",,,1,test,1,0,402
"('Veronica is stunning that patients.',)",,,0,test,0,1,403
"('The pedestrian broke this couch.',)",,,1,test,1,0,414
"('The pedestrian broke these couch.',)",,,0,test,0,1,415
"('These women might hug that boy.',)",,,1,test,1,0,422
"('These women might hug those boy.',)",,,0,test,0,1,423
"('Cindy appreciates those libraries.',)",,,1,test,1,0,426
"('Cindy appreciates that libraries.',)",,,0,test,0,1,427
"('Andrea insults these boys.',)",,,1,test,1,0,430
"('Andrea insults this boys.',)",,,0,test,0,1,431
"('Roger could help those ladies.',)",,,1,test,1,0,434
"('Roger could help that ladies.',)",,,0,test,0,1,435
"(""Regina isn't exploring that library."",)",,,1,test,1,0,436
"(""Regina isn't exploring those library."",)",,,0,test,0,1,437
"('Martha should work with these guests.',)",,,1,test,1,0,440
"('Martha should work with this guests.',)",,,0,test,0,1,441
"(""Alan hadn't dropped by this restaurant."",)",,,1,test,1,0,444
"(""Alan hadn't dropped by these restaurant."",)",,,0,test,0,1,445
"('A waitress has astounded those pedestrians.',)",,,1,test,1,0,462
"('A waitress has astounded that pedestrians.',)",,,0,test,0,1,463
"('These women returned to this senator.',)",,,1,test,1,0,464
"('These women returned to these senator.',)",,,0,test,0,1,465
"('These actors wear this hat.',)",,,1,test,1,0,466
"('These actors wear these hat.',)",,,0,test,0,1,467
"('The hospitals like these customers.',)",,,1,test,1,0,468
"('The hospitals like this customers.',)",,,0,test,0,1,469
"(""Keith doesn't discover these skirts."",)",,,1,test,1,0,476
"(""Keith doesn't discover this skirts."",)",,,0,test,0,1,477
"('The guests observe this patient.',)",,,1,test,1,0,496
"('The guests observe these patient.',)",,,0,test,0,1,497
"('Samuel returned to these drivers.',)",,,1,test,1,0,502
"('Samuel returned to this drivers.',)",,,0,test,0,1,503
"('The Impressionists observe these waitresses.',)",,,1,test,1,0,512
"('The Impressionists observe this waitresses.',)",,,0,test,0,1,513
"('Liam had disturbed this government.',)",,,1,test,1,0,514
"('Liam had disturbed these government.',)",,,0,test,0,1,515
"('Winston Churchill cures these dancers.',)",,,1,test,1,0,516
"('Winston Churchill cures this dancers.',)",,,0,test,0,1,517
"('Those committees disgust those waiters.',)",,,1,test,1,0,522
"('Those committees disgust that waiters.',)",,,0,test,0,1,523
"('The actresses worries those children.',)",,,1,test,1,0,550
"('The actresses worries that children.',)",,,0,test,0,1,551
"('Amelia researches these schools.',)",,,1,test,1,0,560
"('Amelia researches this schools.',)",,,0,test,0,1,561
"('Leslie was cleaning these movie theaters.',)",,,1,test,1,0,572
"('Leslie was cleaning this movie theaters.',)",,,0,test,0,1,573
"('Robert discovers those shirts.',)",,,1,test,1,0,576
"('Robert discovers that shirts.',)",,,0,test,0,1,577
"('Vincent hides this guest.',)",,,1,test,1,0,578
"('Vincent hides these guest.',)",,,0,test,0,1,579
"('The Lutherans go to this restaurant.',)",,,1,test,1,0,582
"('The Lutherans go to these restaurant.',)",,,0,test,0,1,583
"('Janet cleaned that public park.',)",,,1,test,1,0,596
"('Janet cleaned those public park.',)",,,0,test,0,1,597
"('Elizabeth is exploring that college campus.',)",,,1,test,1,0,626
"('Elizabeth is exploring those college campus.',)",,,0,test,0,1,627
"(""Kristin wasn't approaching these customers."",)",,,1,test,1,0,630
"(""Kristin wasn't approaching this customers."",)",,,0,test,0,1,631
"(""Sharon hasn't observed these drivers."",)",,,1,test,1,0,636
"(""Sharon hasn't observed this drivers."",)",,,0,test,0,1,637
"('All waitresses examine this brochure.',)",,,1,test,1,0,638
"('All waitresses examine these brochure.',)",,,0,test,0,1,639
"('Children investigate those universities.',)",,,1,test,1,0,642
"('Children investigate that universities.',)",,,0,test,0,1,643
"('A lot of people reveal these chairs.',)",,,1,test,1,0,644
"('A lot of people reveal this chairs.',)",,,0,test,0,1,645
"('Many doctors arrive at those art galleries.',)",,,1,test,1,0,648
"('Many doctors arrive at that art galleries.',)",,,0,test,0,1,649
"('The Lutherans tour this museum.',)",,,1,test,1,0,652
"('The Lutherans tour these museum.',)",,,0,test,0,1,653
"('Some plays irritate those drivers.',)",,,1,test,1,0,662
"('Some plays irritate that drivers.',)",,,0,test,0,1,663
"('Jacqueline visited these college campuses.',)",,,1,test,1,0,672
"('Jacqueline visited this college campuses.',)",,,0,test,0,1,673
"('The newspaper article disagreed with those stories.',)",,,1,test,1,0,678
"('The newspaper article disagreed with that stories.',)",,,0,test,0,1,679
"('Lissa approaches these actors.',)",,,1,test,1,0,688
"('Lissa approaches this actors.',)",,,0,test,0,1,689
"('Rachelle might go to this museum.',)",,,1,test,1,0,698
"('Rachelle might go to these museum.',)",,,0,test,0,1,699
"('Kimberley exits this hospital.',)",,,1,test,1,0,728
"('Kimberley exits these hospital.',)",,,0,test,0,1,729
"('Sharon disagrees with that waiter.',)",,,1,test,1,0,730
"('Sharon disagrees with those waiter.',)",,,0,test,0,1,731
"('Martin could explore these cafes.',)",,,1,test,1,0,740
"('Martin could explore this cafes.',)",,,0,test,0,1,741
"('Some actor would sound like those banks.',)",,,1,test,1,0,742
"('Some actor would sound like that banks.',)",,,0,test,0,1,743
"('Martin sees these children.',)",,,1,test,1,0,744
"('Martin sees this children.',)",,,0,test,0,1,745
"('That box might look like that picture.',)",,,1,test,1,0,750
"('That box might look like those picture.',)",,,0,test,0,1,751
"('Becca exits this grocery store.',)",,,1,test,1,0,760
"('Becca exits these grocery store.',)",,,0,test,0,1,761
"(""Curtis can't discover this company."",)",,,1,test,1,0,764
"(""Curtis can't discover these company."",)",,,0,test,0,1,765
"('Some patients approach that dancer.',)",,,1,test,1,0,772
"('Some patients approach those dancer.',)",,,0,test,0,1,773
"('Guests referenced those newspaper articles.',)",,,1,test,1,0,820
"('Guests referenced that newspaper articles.',)",,,0,test,0,1,821
"('Most cashiers break this chair.',)",,,1,test,1,0,836
"('Most cashiers break these chair.',)",,,0,test,0,1,837
"('Most icicles disgust these committees.',)",,,1,test,1,0,850
"('Most icicles disgust this committees.',)",,,0,test,0,1,851
"('Liam praises that waiter.',)",,,1,test,1,0,874
"('Liam praises those waiter.',)",,,0,test,0,1,875
"('Gregory has hated those essays.',)",,,1,test,1,0,886
"('Gregory has hated that essays.',)",,,0,test,0,1,887
"(""Mary couldn't respect this public park."",)",,,1,test,1,0,900
"(""Mary couldn't respect these public park."",)",,,0,test,0,1,901
"('These stories sound like this guest.',)",,,1,test,1,0,904
"('These stories sound like these guest.',)",,,0,test,0,1,905
"('Carl broke that glass.',)",,,1,test,1,0,918
"('Carl broke those glass.',)",,,0,test,0,1,919
"('Nicole returned to this senator.',)",,,1,test,1,0,922
"('Nicole returned to these senator.',)",,,0,test,0,1,923
"('A pedestrian is embarrassing those drivers.',)",,,1,test,1,0,926
"('A pedestrian is embarrassing that drivers.',)",,,0,test,0,1,927
"(""Wendy isn't listening to that lady."",)",,,1,test,1,0,930
"(""Wendy isn't listening to those lady."",)",,,0,test,0,1,931
"(""Jesus isn't helping that actress."",)",,,1,test,1,0,940
"(""Jesus isn't helping those actress."",)",,,0,test,0,1,941
"('Most waiters boast about those waiters.',)",,,1,test,1,0,942
"('Most waiters boast about that waiters.',)",,,0,test,0,1,943
"('The bird had found that dish.',)",,,1,test,1,0,954
"('The bird had found those dish.',)",,,0,test,0,1,955
"('Most boys return to that actress.',)",,,1,test,1,0,958
"('Most boys return to those actress.',)",,,0,test,0,1,959
"('Most pictures distract this actor.',)",,,1,test,1,0,968
"('Most pictures distract these actor.',)",,,0,test,0,1,969
"('Lucille found this report.',)",,,1,test,1,0,970
"('Lucille found these report.',)",,,0,test,0,1,971
"('Denise is describing these students.',)",,,1,test,1,0,980
"('Denise is describing this students.',)",,,0,test,0,1,981
"(""Laurie isn't talking to those adults."",)",,,1,test,1,0,982
"(""Laurie isn't talking to that adults."",)",,,0,test,0,1,983
"(""Many committees weren't shocking that teenager."",)",,,1,test,1,0,988
"(""Many committees weren't shocking those teenager."",)",,,0,test,0,1,989
"('A student exits those libraries.',)",,,1,test,1,0,996
"('A student exits that libraries.',)",,,0,test,0,1,997
"('Naomi was cleaning these cups.',)",,,1,test,1,0,1006
"('Naomi was cleaning this cups.',)",,,0,test,0,1,1007
"('Most dogs resemble that picture.',)",,,1,test,1,0,1012
"('Most dogs resemble those picture.',)",,,0,test,0,1,1013
"('Every mountain had disgusted those senators.',)",,,1,test,1,0,1014
"('Every mountain had disgusted that senators.',)",,,0,test,0,1,1015
"('Beverly bothered that museum.',)",,,1,test,1,0,1016
"('Beverly bothered those museum.',)",,,0,test,0,1,1017
"('William is leaving that library.',)",,,1,test,1,0,1020
