inputs,context,topic,org_label,set-0,string_label,label,id
"('Who is that mirror disgusting and a lot of drawings?',)",,,0,dev,0,1,1129
"('Who had Michael and Randolf observed?',)",,,1,dev,1,0,1140
"('Who has Michael observed and Randolf?',)",,,0,dev,0,1,1141
"('What had Homer and Thomas remembered?',)",,,1,dev,1,0,1146
"('What had Homer remembered and Thomas?',)",,,0,dev,0,1,1147
"('Who can Gary and Brad leave?',)",,,1,dev,1,0,1158
"('Who might Gary leave and Brad?',)",,,0,dev,0,1,1159
"('What were Gary and Dana curing?',)",,,1,dev,1,0,1176
"('What was Gary curing and Dana?',)",,,0,dev,0,1,1177
"('What are Laurie and Elizabeth bringing?',)",,,1,dev,1,0,1180
"('What was Laurie bringing and Elizabeth?',)",,,0,dev,0,1,1181
"('Who had the Lutherans and Sherry bought?',)",,,1,dev,1,0,1184
"('Who have the Lutherans bought and Sherry?',)",,,0,dev,0,1,1185
"('Who have Emily and Rebecca researched?',)",,,1,dev,1,0,1186
"('Who had Emily researched and Rebecca?',)",,,0,dev,0,1,1187
"('Who were Ruth and some child examining?',)",,,1,dev,1,0,1192
"('Who is Ruth examining and some child?',)",,,0,dev,0,1,1193
"('Who were Eric and Derek bringing?',)",,,1,dev,1,0,1218
"('Who was Eric bringing and Derek?',)",,,0,dev,0,1,1219
"('Who have Jerry and Walter walked through?',)",,,1,dev,1,0,1226
"('Who had Jerry walked through and Walter?',)",,,0,dev,0,1,1227
"('Who have this documentary and Kevin hurt?',)",,,1,dev,1,0,1308
"('Who has this documentary hurt and Kevin?',)",,,0,dev,0,1,1309
"('Who could every essay and Sally disturb?',)",,,1,dev,1,0,1312
"('Who might every essay disturb and Sally?',)",,,0,dev,0,1,1313
"('Who have Brian and Kevin hidden?',)",,,1,dev,1,0,1320
"('Who has Brian hidden and Kevin?',)",,,0,dev,0,1,1321
"('Who were the plane and a bird worrying?',)",,,1,dev,1,0,1348
"('Who is the plane worrying and a bird?',)",,,0,dev,0,1,1349
"('What were Andrea and Cynthia taking?',)",,,1,dev,1,0,1350
"('What was Andrea taking and Cynthia?',)",,,0,dev,0,1,1351
"('What were Beverly and Brenda hiring?',)",,,1,dev,1,0,1368
"('What was Beverly hiring and Brenda?',)",,,0,dev,0,1,1369
"('Who can Amy and Ella break?',)",,,1,dev,1,0,1402
"('Who might Amy break and Ella?',)",,,0,dev,0,1,1403
"('What had Gerald and the customers remembered?',)",,,1,dev,1,0,1438
"('What has Gerald remembered and the customers?',)",,,0,dev,0,1,1439
"('What will the Borgias and Craig resemble?',)",,,1,dev,1,0,1460
"('What should the Borgias resemble and Craig?',)",,,0,dev,0,1,1461
"('Who had Charles and Ann watched?',)",,,1,dev,1,0,1476
"('Who had Charles watched and Ann?',)",,,0,dev,0,1,1477
"('What have Larry and Homer hired?',)",,,1,dev,1,0,1480
"('What had Larry hired and Homer?',)",,,0,dev,0,1,1481
"('Who can Judy and Deborah descend?',)",,,1,dev,1,0,1536
"('Who can Judy descend and Deborah?',)",,,0,dev,0,1,1537
"('Who had Larry and Deborah exited?',)",,,1,dev,1,0,1570
"('Who had Larry exited and Deborah?',)",,,0,dev,0,1,1571
"('Who were some drivers and Adam walking through?',)",,,1,dev,1,0,1584
"('Who were some drivers walking through and Adam?',)",,,0,dev,0,1,1585
"('Who could Julia and some restaurant scare?',)",,,1,dev,1,0,1650
"('Who could Julia scare and some restaurant?',)",,,0,dev,0,1,1651
"('What are Tamara and every guest descending?',)",,,1,dev,1,0,1668
"('What is Tamara descending and every guest?',)",,,0,dev,0,1,1669
"('What could all fish and grocery stores irritate?',)",,,1,dev,1,0,1696
"('What did all fish irritate and grocery stores?',)",,,0,dev,0,1,1697
"('Who have some bread and that waitress disturbed?',)",,,1,dev,1,0,1724
"('Who had some bread disturbed and that waitress?',)",,,0,dev,0,1,1725
"('Who are Marcus and Raymond wearing?',)",,,1,dev,1,0,1726
"('Who was Marcus wearing and Raymond?',)",,,0,dev,0,1,1727
"('Who might Bruce and the cashier irritate?',)",,,1,dev,1,0,1794
"('Who could Bruce irritate and the cashier?',)",,,0,dev,0,1,1795
"('Who have Larry and Catherine visited?',)",,,1,dev,1,0,1826
"('Who has Larry visited and Catherine?',)",,,0,dev,0,1,1827
"('Who did Claire and every man clean?',)",,,1,dev,1,0,1830
"('Who can Claire clean and every man?',)",,,0,dev,0,1,1831
"('What do Laura and Dawn bike to?',)",,,1,dev,1,0,1832
"('What should Laura bike to and Dawn?',)",,,0,dev,0,1,1833
"('Who had Christine and these pedestrians descended?',)",,,1,dev,1,0,1856
"('Who had Christine descended and these pedestrians?',)",,,0,dev,0,1,1857
"('What could Elaine and Cheryl climb up?',)",,,1,dev,1,0,1870
"('What should Elaine climb up and Cheryl?',)",,,0,dev,0,1,1871
"('What are Paula and Derek watching?',)",,,1,dev,1,0,1888
"('What is Paula watching and Derek?',)",,,0,dev,0,1,1889
"('Who are every boy and Rhonda researching?',)",,,1,dev,1,0,1890
"('Who is every boy researching and Rhonda?',)",,,0,dev,0,1,1891
"('Who will some cashiers and this girl break?',)",,,1,dev,1,0,1892
"('Who could some cashiers break and this girl?',)",,,0,dev,0,1,1893
"('Who are the gate and the gates annoying?',)",,,1,dev,1,0,1912
"('Who was the gate annoying and the gates?',)",,,0,dev,0,1,1913
"('What had Beth and Amy driven to?',)",,,1,dev,1,0,1926
"('What had Beth driven to and Amy?',)",,,0,dev,0,1,1927
"('What were those patients and Kayla examining?',)",,,1,dev,1,0,1928
"('What were those patients examining and Kayla?',)",,,0,dev,0,1,1929
"('Who have Roger and Cynthia broken?',)",,,1,dev,1,0,1982
"('Who had Roger broken and Cynthia?',)",,,0,dev,0,1,1983
"('Who did Linda and Steven explore?',)",,,1,dev,1,0,1990
"('Who can Linda explore and Steven?',)",,,0,dev,0,1,1991
"('Who should Denise and every adult boast about?',)",,,1,test,1,0,14
"('Who will Denise boast about and every adult?',)",,,0,test,0,1,15
"('What were the photograph and the prints looking like?',)",,,1,test,1,0,16
"('What was the photograph looking like and the prints?',)",,,0,test,0,1,17
"('Who might Beverly and those waitresses exit?',)",,,1,test,1,0,22
"('Who does Beverly exit and those waitresses?',)",,,0,test,0,1,23
"('What could Marcus and Cheryl clean?',)",,,1,test,1,0,36
"('What did Marcus clean and Cheryl?',)",,,0,test,0,1,37
"('What had the boys and the cashier observed?',)",,,1,test,1,0,60
"('What have the boys observed and the cashier?',)",,,0,test,0,1,61
"('Who could Jennifer and those convertibles hurt?',)",,,1,test,1,0,82
"('Who will Jennifer hurt and those convertibles?',)",,,0,test,0,1,83
"('What have the Lutherans and Cynthia referenced?',)",,,1,test,1,0,86
"('What had the Lutherans referenced and Cynthia?',)",,,0,test,0,1,87
"('Who had Keith and Aaron discovered?',)",,,1,test,1,0,94
"('Who has Keith discovered and Aaron?',)",,,0,test,0,1,95
"('Who were Adam and Lawrence exiting?',)",,,1,test,1,0,100
"('Who is Adam exiting and Lawrence?',)",,,0,test,0,1,101
"('Who are Jeffrey and drivers exploring?',)",,,1,test,1,0,104
"('Who was Jeffrey exploring and drivers?',)",,,0,test,0,1,105
"('What are carriages and most books stunning?',)",,,1,test,1,0,116
"('What were carriages stunning and most books?',)",,,0,test,0,1,117
"('What will those people and Mary remember?',)",,,1,test,1,0,122
"('What did those people remember and Mary?',)",,,0,test,0,1,123
"('Who have Gregory and Rachel worn?',)",,,1,test,1,0,134
"('Who has Gregory worn and Rachel?',)",,,0,test,0,1,135
"('Who were Karen and Liam hurting?',)",,,1,test,1,0,162
"('Who was Karen hurting and Liam?',)",,,0,test,0,1,163
"('What were Sharon and Aaron criticizing?',)",,,1,test,1,0,164
"('What is Sharon criticizing and Aaron?',)",,,0,test,0,1,165
"('What can Helen and Leslie boycott?',)",,,1,test,1,0,180
"('What should Helen boycott and Leslie?',)",,,0,test,0,1,181
"('Who might a person and Beth take?',)",,,1,test,1,0,186
"('Who can a person take and Beth?',)",,,0,test,0,1,187
"('Who are Gregory and Diane running around?',)",,,1,test,1,0,194
"('Who is Gregory running around and Diane?',)",,,0,test,0,1,195
"('Who could Karen and Karla respect?',)",,,1,test,1,0,218
"('Who did Karen respect and Karla?',)",,,0,test,0,1,219
"('What had Kenneth and Theresa admired?',)",,,1,test,1,0,220
"('What has Kenneth admired and Theresa?',)",,,0,test,0,1,221
"('Who have Mitchell and Carla known?',)",,,1,test,1,0,222
"('Who had Mitchell known and Carla?',)",,,0,test,0,1,223
"('What have pedestrians and Noah questioned?',)",,,1,test,1,0,230
"('What have pedestrians questioned and Noah?',)",,,0,test,0,1,231
"('Who have Tina and April remembered?',)",,,1,test,1,0,248
"('Who had Tina remembered and April?',)",,,0,test,0,1,249
"('What had Paul and Melissa broken?',)",,,1,test,1,0,268
"('What had Paul broken and Melissa?',)",,,0,test,0,1,269
"('Who have most teachers and Sharon worn?',)",,,1,test,1,0,282
"('Who have most teachers worn and Sharon?',)",,,0,test,0,1,283
"('What had Kristin and that government stunned?',)",,,1,test,1,0,284
"('What has Kristin stunned and that government?',)",,,0,test,0,1,285
"('What are Marie and Cindy messing up?',)",,,1,test,1,0,292
"('What was Marie messing up and Cindy?',)",,,0,test,0,1,293
"('Who have Suzanne and Lori broken?',)",,,1,test,1,0,294
"('Who had Suzanne broken and Lori?',)",,,0,test,0,1,295
"('Who could Raymond and Craig cure?',)",,,1,test,1,0,302
"('Who did Raymond cure and Craig?',)",,,0,test,0,1,303
"('Who would every teenager and the Lutherans flee from?',)",,,1,test,1,0,306
"('Who will every teenager flee from and the Lutherans?',)",,,0,test,0,1,307
"('What were Robert and Valerie disturbing?',)",,,1,test,1,0,308
"('What is Robert disturbing and Valerie?',)",,,0,test,0,1,309
"('Who had the adult and Jason boasted about?',)",,,1,test,1,0,316
"('Who had the adult boasted about and Jason?',)",,,0,test,0,1,317
"('Who had some women and a lot of customers hugged?',)",,,1,test,1,0,318
"('Who have some women hugged and a lot of customers?',)",,,0,test,0,1,319
"('What are the actress and a boy taking?',)",,,1,test,1,0,322
"('What was the actress taking and a boy?',)",,,0,test,0,1,323
"('What would Cheryl and James drive to?',)",,,1,test,1,0,324
"('What did Cheryl drive to and James?',)",,,0,test,0,1,325
"('Who had Julia and the ladies cleaned?',)",,,1,test,1,0,332
"('Who has Julia cleaned and the ladies?',)",,,0,test,0,1,333
"('What were Rebecca and Danielle disturbing?',)",,,1,test,1,0,340
"('What was Rebecca disturbing and Danielle?',)",,,0,test,0,1,341
"('What have Galileo and Jeffrey discovered?',)",,,1,test,1,0,342
"('What has Galileo discovered and Jeffrey?',)",,,0,test,0,1,343
"('Who were Carla and Elaine messing up?',)",,,1,test,1,0,352
"('Who is Carla messing up and Elaine?',)",,,0,test,0,1,353
"('What are Jane and Raymond listening to?',)",,,1,test,1,0,362
"('What is Jane listening to and Raymond?',)",,,0,test,0,1,363
"('What could Jane and these birds distract?',)",,,1,test,1,0,376
"('What should Jane distract and these birds?',)",,,0,test,0,1,377
"('What will Alice and these actors talk about?',)",,,1,test,1,0,396
"('What will Alice talk about and these actors?',)",,,0,test,0,1,397
"('Who have Judy and some driver hired?',)",,,1,test,1,0,398
"('Who has Judy hired and some driver?',)",,,0,test,0,1,399
"('What were Todd and Brenda investigating?',)",,,1,test,1,0,406
"('What was Todd investigating and Brenda?',)",,,0,test,0,1,407
"('Who have turtles and Donna climbed up?',)",,,1,test,1,0,430
"('Who have turtles climbed up and Donna?',)",,,0,test,0,1,431
"('Who have Susan and Florence arrived at?',)",,,1,test,1,0,434
"('Who had Susan arrived at and Florence?',)",,,0,test,0,1,435
"('Who would Susan and Caroline reference?',)",,,1,test,1,0,438
"('Who does Susan reference and Caroline?',)",,,0,test,0,1,439
"('Who were Jennifer and the waitress complaining about?',)",,,1,test,1,0,450
"('Who is Jennifer complaining about and the waitress?',)",,,0,test,0,1,451
"('What should Laurie and Bruce forget?',)",,,1,test,1,0,456
"('What might Laurie forget and Bruce?',)",,,0,test,0,1,457
"('What should Jacqueline and Walter reveal?',)",,,1,test,1,0,480
"('What might Jacqueline reveal and Walter?',)",,,0,test,0,1,481
"('What were Martha and a lot of guests breaking?',)",,,1,test,1,0,510
"('What was Martha breaking and a lot of guests?',)",,,0,test,0,1,511
"('What might that coat and Wendy stun?',)",,,1,test,1,0,528
"('What can that coat stun and Wendy?',)",,,0,test,0,1,529
"('Who are Steven and Brad climbing down?',)",,,1,test,1,0,536
"('Who was Steven climbing down and Brad?',)",,,0,test,0,1,537
"('Who have Thomas and Patrick hugged?',)",,,1,test,1,0,544
"('Who has Thomas hugged and Patrick?',)",,,0,test,0,1,545
"('What were Tamara and Heather appreciating?',)",,,1,test,1,0,552
"('What was Tamara appreciating and Heather?',)",,,0,test,0,1,553
"('What can William and Stephanie describe?',)",,,1,test,1,0,560
"('What should William describe and Stephanie?',)",,,0,test,0,1,561
"('Who are that actress and Maria escaping from?',)",,,1,test,1,0,562
"('Who was that actress escaping from and Maria?',)",,,0,test,0,1,563
"('What might Stephen and Sally describe?',)",,,1,test,1,0,564
"('What can Stephen describe and Sally?',)",,,0,test,0,1,565
"('What are Travis and Rhonda returning to?',)",,,1,test,1,0,566
"('What is Travis returning to and Rhonda?',)",,,0,test,0,1,567
"('What have every photograph and Marie stunned?',)",,,1,test,1,0,576
"('What has every photograph stunned and Marie?',)",,,0,test,0,1,577
"('What were Theresa and the students discussing?',)",,,1,test,1,0,580
"('What was Theresa discussing and the students?',)",,,0,test,0,1,581
"('Who will Bradley and Susan discover?',)",,,1,test,1,0,590
"('Who should Bradley discover and Susan?',)",,,0,test,0,1,591
"('What did Larry and George fix?',)",,,1,test,1,0,594
"('What can Larry fix and George?',)",,,0,test,0,1,595
"('What could Steven and Ellen resemble?',)",,,1,test,1,0,596
"('What should Steven resemble and Ellen?',)",,,0,test,0,1,597
"('Who had Suzanne and Rhonda returned to?',)",,,1,test,1,0,602
"('Who had Suzanne returned to and Rhonda?',)",,,0,test,0,1,603
"('What have Nicole and the Clintons cleaned?',)",,,1,test,1,0,624
"('What has Nicole cleaned and the Clintons?',)",,,0,test,0,1,625
"('Who are those patients and those cashiers disagreeing with?',)",,,1,test,1,0,646
"('Who are those patients disagreeing with and those cashiers?',)",,,0,test,0,1,647
"('Who have some stories and Douglas aggravated?',)",,,1,test,1,0,650
"('Who had some stories aggravated and Douglas?',)",,,0,test,0,1,651
"('What are those ladders and Valerie hurting?',)",,,1,test,1,0,654
"('What are those ladders hurting and Valerie?',)",,,0,test,0,1,655
"('What had Todd and Stephanie remembered?',)",,,1,test,1,0,680
"('What has Todd remembered and Stephanie?',)",,,0,test,0,1,681
"('Who have most screens and Omar embarrassed?',)",,,1,test,1,0,690
"('Who had most screens embarrassed and Omar?',)",,,0,test,0,1,691
"('What will Rachel and Matt break?',)",,,1,test,1,0,694
"('What will Rachel break and Matt?',)",,,0,test,0,1,695
"('Who were Naomi and April returning to?',)",,,1,test,1,0,714
"('Who was Naomi returning to and April?',)",,,0,test,0,1,715
"('Who could Brenda and these women run around?',)",,,1,test,1,0,720
"('Who should Brenda run around and these women?',)",,,0,test,0,1,721
"('What have Michael and Matt escaped from?',)",,,1,test,1,0,730
"('What has Michael escaped from and Matt?',)",,,0,test,0,1,731
"('What have the lamps and Becky impressed?',)",,,1,test,1,0,748
"('What have the lamps impressed and Becky?',)",,,0,test,0,1,749
"('Who should photographs and those paintings look like?',)",,,1,test,1,0,760
"('Who do photographs look like and those paintings?',)",,,0,test,0,1,761
"('What are Irene and Craig leaving?',)",,,1,test,1,0,762
"('What is Irene leaving and Craig?',)",,,0,test,0,1,763
"('What have Bethany and Kayla fled from?',)",,,1,test,1,0,778
"('What had Bethany fled from and Kayla?',)",,,0,test,0,1,779
"('Who have Katherine and Maria attacked?',)",,,1,test,1,0,794
"('Who had Katherine attacked and Maria?',)",,,0,test,0,1,795
"('What have Matt and Jennifer fired?',)",,,1,test,1,0,830
"('What has Matt fired and Jennifer?',)",,,0,test,0,1,831
"('What were Kristin and Larry approaching?',)",,,1,test,1,0,834
"('What is Kristin approaching and Larry?',)",,,0,test,0,1,835
"('Who were that movie and some report disagreeing with?',)",,,1,test,1,0,854
"('Who was that movie disagreeing with and some report?',)",,,0,test,0,1,855
"('What have all art galleries and that cashier bored?',)",,,1,test,1,0,858
"('What have all art galleries bored and that cashier?',)",,,0,test,0,1,859
"('What had Gerald and some dancer passed?',)",,,1,test,1,0,860
"('What had Gerald passed and some dancer?',)",,,0,test,0,1,861
"('Who are many people and Barbara firing?',)",,,1,test,1,0,864
"('Who are many people firing and Barbara?',)",,,0,test,0,1,865
"('What were Scott and Monica wearing?',)",,,1,test,1,0,878
"('What is Scott wearing and Monica?',)",,,0,test,0,1,879
"('What had the man and the doctor hidden?',)",,,1,test,1,0,880
"('What has the man hidden and the doctor?',)",,,0,test,0,1,881
"('Who should James and Brett help?',)",,,1,test,1,0,886
"('Who could James help and Brett?',)",,,0,test,0,1,887
"('What were Cheryl and Liam complaining about?',)",,,1,test,1,0,898
"('What was Cheryl complaining about and Liam?',)",,,0,test,0,1,899
"('What should Cheryl and museums astound?',)",,,1,test,1,0,902
"('What might Cheryl astound and museums?',)",,,0,test,0,1,903
"('What are Edward and Cynthia descending?',)",,,1,test,1,0,914
"('What was Edward descending and Cynthia?',)",,,0,test,0,1,915
"('Who could Irene and Matt buy?',)",,,1,test,1,0,918
"('Who will Irene buy and Matt?',)",,,0,test,0,1,919
"('Who do Amanda and many guests sound like?',)",,,1,test,1,0,928
"('Who does Amanda sound like and many guests?',)",,,0,test,0,1,929
"('Who had this senator and the turtle aggravated?',)",,,1,test,1,0,934
"('Who has this senator aggravated and the turtle?',)",,,0,test,0,1,935
"('What had Jesus and Kevin visited?',)",,,1,test,1,0,936
"('What has Jesus visited and Kevin?',)",,,0,test,0,1,937
