,probing_dataset,model_name,encoding,control_task_type,sample_size,seed,num_hidden_layers,score
75,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B,full,NONE,98,2,0,0.0
76,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,full,NONE,98,0,0,0.0
77,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,full,NONE,98,0,0,0.0
78,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,full,NONE,98,1,0,0.0
79,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,full,NONE,98,4,0,0.0
80,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,full,NONE,98,3,0,0.0
81,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,full,NONE,98,2,0,0.0
82,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,98,0,0,0.0
83,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,98,0,0,0.0
84,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,98,1,0,0.0
85,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,98,1,0,0.0
86,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,98,4,0,0.0
87,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,98,4,0,0.0
88,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,98,3,0,0.0
89,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,98,3,0,0.0
90,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,98,2,0,0.0
91,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,98,2,0,0.0
92,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,98,0,0,0.0
93,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,98,0,0,0.0
94,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,98,1,0,0.0
95,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,98,1,0,0.0
96,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,98,4,0,0.0
97,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,98,4,0,0.0
98,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,98,3,0,0.0
99,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,98,3,0,0.0
100,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,98,2,0,0.0
101,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,98,2,0,0.0
102,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,98,0,0,0.0
103,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,98,0,0,0.0
104,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,98,1,0,0.0
105,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,98,1,0,0.0
106,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,98,4,0,0.0
107,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,98,4,0,0.0
108,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,98,3,0,0.0
109,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,98,3,0,0.0
110,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,98,2,0,0.0
111,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,98,2,0,0.0
112,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,98,0,0,0.0
113,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,98,0,0,0.0
114,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,98,1,0,0.0
115,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,98,1,0,0.0
116,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,98,4,0,0.0
117,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,98,4,0,0.0
118,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,98,3,0,0.0
119,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,98,3,0,0.0
120,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,98,2,0,0.0
121,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,98,2,0,0.0
122,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,98,0,0,0.0
123,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,98,0,0,0.0
124,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,98,1,0,0.0
125,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,98,1,0,0.0
126,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,98,4,0,0.0
127,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,98,4,0,0.0
128,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,98,3,0,0.0
129,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,98,3,0,0.0
130,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,98,2,0,0.0
131,ewok-physical-dynamics,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,98,2,0,0.0
132,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B,full,NONE,98,0,0,0.0
133,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B,full,NONE,98,0,0,0.0
134,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B,full,NONE,98,1,0,0.0
135,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B,full,NONE,98,4,0,0.0
136,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B,full,NONE,98,3,0,0.0
137,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B,full,NONE,98,2,0,0.0
138,ewok-physical-dynamics,Qwen__Qwen2.5-7B,full,NONE,98,0,0,0.0
139,ewok-physical-dynamics,Qwen__Qwen2.5-7B,full,NONE,98,0,0,0.0
140,ewok-physical-dynamics,Qwen__Qwen2.5-7B,full,NONE,98,1,0,0.0
141,ewok-physical-dynamics,Qwen__Qwen2.5-7B,full,NONE,98,1,0,0.0
142,ewok-physical-dynamics,Qwen__Qwen2.5-7B,full,NONE,98,4,0,0.0
143,ewok-physical-dynamics,Qwen__Qwen2.5-7B,full,NONE,98,4,0,0.0
144,ewok-physical-dynamics,Qwen__Qwen2.5-7B,full,NONE,98,3,0,0.0
145,ewok-physical-dynamics,Qwen__Qwen2.5-7B,full,NONE,98,3,0,0.0
146,ewok-physical-dynamics,Qwen__Qwen2.5-7B,full,NONE,98,2,0,0.0
147,ewok-physical-dynamics,Qwen__Qwen2.5-7B,full,NONE,98,2,0,0.0
148,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,full,NONE,98,0,0,0.0
149,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,full,NONE,98,0,0,0.0
150,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,full,NONE,98,1,0,0.0
151,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,full,NONE,98,1,0,0.0
152,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,full,NONE,98,4,0,0.0
153,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,full,NONE,98,4,0,0.0
154,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,full,NONE,98,3,0,0.0
155,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,full,NONE,98,3,0,0.0
156,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,full,NONE,98,2,0,0.0
157,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,full,NONE,98,2,0,0.0
158,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,98,0,0,0.0
159,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,98,0,0,0.0
160,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,98,1,0,0.0
161,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,98,1,0,0.0
162,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,98,4,0,0.0
163,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,98,4,0,0.0
164,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,98,3,0,0.0
165,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,98,3,0,0.0
166,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,98,2,0,0.0
167,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,98,2,0,0.0
168,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,half,NONE,98,0,0,0.0
169,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,half,NONE,98,0,0,0.0
170,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,half,NONE,98,1,0,0.0
171,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,half,NONE,98,1,0,0.0
172,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,half,NONE,98,4,0,0.0
173,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,half,NONE,98,4,0,0.0
174,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,half,NONE,98,3,0,0.0
175,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,half,NONE,98,3,0,0.0
176,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,half,NONE,98,2,0,0.0
177,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,half,NONE,98,2,0,0.0
178,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,98,0,0,0.0
179,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,98,0,0,0.0
180,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,98,1,0,0.0
181,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,98,1,0,0.0
182,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,98,4,0,0.0
183,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,98,4,0,0.0
184,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,98,3,0,0.0
185,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,98,3,0,0.0
186,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,98,2,0,0.0
187,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,98,2,0,0.0
188,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,full,NONE,98,0,0,0.0
189,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,full,NONE,98,0,0,0.0
190,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,full,NONE,98,1,0,0.0
191,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,full,NONE,98,4,0,0.0
192,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,full,NONE,98,3,0,0.0
193,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,full,NONE,98,2,0,0.0
194,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,98,0,0,0.0
195,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,98,0,0,0.0
196,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,98,1,0,0.0
197,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,98,1,0,0.0
198,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,98,4,0,0.0
199,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,98,4,0,0.0
200,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,98,3,0,0.0
201,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,98,3,0,0.0
202,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,98,2,0,0.0
203,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,98,2,0,0.0
204,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,98,0,0,0.0
205,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,98,0,0,0.0
206,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,98,1,0,0.0
207,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,98,1,0,0.0
208,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,98,4,0,0.0
209,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,98,4,0,0.0
210,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,98,3,0,0.0
211,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,98,3,0,0.0
212,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,98,2,0,0.0
213,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,98,2,0,0.0
214,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,four_bit,NONE,98,0,0,0.0
215,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,four_bit,NONE,98,0,0,0.0
216,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,four_bit,NONE,98,1,0,0.0
217,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,four_bit,NONE,98,1,0,0.0
218,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,four_bit,NONE,98,4,0,0.0
219,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,four_bit,NONE,98,4,0,0.0
220,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,four_bit,NONE,98,3,0,0.0
221,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,four_bit,NONE,98,3,0,0.0
222,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,four_bit,NONE,98,2,0,0.0
223,ewok-physical-dynamics,Qwen__Qwen2.5-0.5B-Instruct,four_bit,NONE,98,2,0,0.0
224,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,full,NONE,98,0,0,0.0
225,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,full,NONE,98,0,0,0.0
226,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,full,NONE,98,1,0,0.0
227,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,full,NONE,98,4,0,0.0
228,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,full,NONE,98,3,0,0.0
229,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,full,NONE,98,2,0,0.0
230,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,98,0,0,0.0
231,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,98,0,0,0.0
232,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,98,1,0,0.0
233,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,98,1,0,0.0
234,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,98,4,0,0.0
235,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,98,4,0,0.0
236,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,98,3,0,0.0
237,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,98,3,0,0.0
238,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,98,2,0,0.0
239,ewok-physical-dynamics,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,98,2,0,0.0
240,ewok-physical-dynamics,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,98,0,0,0.0
241,ewok-physical-dynamics,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,98,0,0,0.0
242,ewok-physical-dynamics,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,98,1,0,0.0
243,ewok-physical-dynamics,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,98,1,0,0.0
244,ewok-physical-dynamics,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,98,4,0,0.0
245,ewok-physical-dynamics,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,98,4,0,0.0
246,ewok-physical-dynamics,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,98,3,0,0.0
247,ewok-physical-dynamics,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,98,3,0,0.0
248,ewok-physical-dynamics,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,98,2,0,0.0
249,ewok-physical-dynamics,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,98,2,0,0.0
250,const_max_depth,Qwen__Qwen2.5-3B,full,NONE,29975,0,0,0.7812904119491577
251,const_max_depth,Qwen__Qwen2.5-3B,full,NONE,29975,0,0,0.7812904119491577
252,const_max_depth,Qwen__Qwen2.5-3B,full,NONE,29975,1,0,0.7677064538002014
253,const_max_depth,Qwen__Qwen2.5-3B,full,NONE,29975,1,0,0.7677064538002014
254,const_max_depth,Qwen__Qwen2.5-3B,full,NONE,29975,4,0,0.7856942415237427
255,const_max_depth,Qwen__Qwen2.5-3B,full,NONE,29975,4,0,0.7856942415237427
256,const_max_depth,Qwen__Qwen2.5-3B,full,NONE,29975,3,0,0.7763329744338989
257,const_max_depth,Qwen__Qwen2.5-3B,full,NONE,29975,3,0,0.7763329744338989
258,const_max_depth,Qwen__Qwen2.5-3B,full,NONE,29975,2,0,0.7796894907951355
259,const_max_depth,Qwen__Qwen2.5-3B,full,NONE,29975,2,0,0.7796894907951355
260,const_max_depth,Qwen__Qwen2.5-1.5B-Instruct-AWQ,full,NONE,29975,0,0,0.8126945495605469
